Palavra,Frequencia
urgencia,10
urgencias,1
urgente,13
urgentemente,3
urgentes,4
urna,82
urnas,88
ursula,1
uruguai,8
usa,138
usada,2
usadas,1
usado,2
usam,2
usamos,1
usando,53
usar,19
usaria,1
use,12
usem,1
usf,15
usfs,1
usina,1
uso,20
usou,2
usuario,1
usuarios,17
usufruir,2
uteis,1
utero,5
uti,6
utialagamentos,1
utiliza,2
utilizacao,2
utilizado,2
utilizam,2
utilizamos,1
utilizando,6
utilizar,4
utilizarem,1
utilize,1
utopia,2
uv,33
uxo,1
uziel,2
v,1
va,11
vacilando,1
vacilar,1
vacina,6
vacinacao,4
vacinador,1
vacinar,1
vacinarem,1
vacinaria,1
vacinas,7
vacinou,2
vaga,6
vagas,73
vagos,1
vai,896
valadao,1
valadares,4
valdemar,2
vale,36
valeeeu,1
valente,2
valentes,1
valentim,1
valentina,13
valer,9
valeram,1
valeria,2
valetim,1
valetudo,2
valeu,57
validos,13
valiosa,2
valiosas,3
valioso,2
valiosos,1
valor,22
valores,20
valoriza,18
valorizacao,61
valorizada,3
valorizadas,1
valorizado,2
valorizados,10
valorizala,1
valorizam,3
valorizamos,1
valorizando,17
valorizar,39
valorize,11
valorizem,3
valorosos,1
vamo,27
vamooo,1
vamos,2175
van,3
vandalizar,1
vanderlei,1
vania,1
vans,6
vantagem,10
vantagens,2
vao,123
vapor,4
varadouro,5
varanda,1
varas,1
vargas,9
variacao,1
variadas,1
variados,1
varias,55
varinha,1
varios,41
varzea,4
vasco,1
vassouras,3
vasta,2
vaz,2
vazaram,1
vazia,3
vazias,18
vazio,7
vazou,2
vc,4
vcs,22
ve,31
vedado,1
veeeem,1
veem,3
vei,1
veia,1
veiculacoes,1
veiculada,3
veiculadas,1
veiculado,1
veicular,1
veiculo,1
veiculos,15
veio,28
veja,33
vejam,13
vejo,18
velha,22
velhas,4
velho,12
velhos,6
velocidade,4
velorio,1
veloso,1
vem,431
vemos,22
vemosque,1
venancio,1
vencam,1
vence,4
vencedor,2
vencedoras,1
vencedores,2
vencem,2
vencemos,4
vencemossss,1
vencendo,3
vencer,39
vencera,6
vencerao,1
venceremos,5
venceria,1
vencermos,2
venceu,3
vencidas,1
venda,9
vendas,2
vende,11
vendedores,3
vendendo,4
vender,5
vendese,1
vendido,1
vendo,21
veneza,7
venezuela,1
venha,104
venham,6
venho,9
vens,2
ventilando,1
vento,2
ventre,2
ver,290
vera,4
verao,4
verba,1
verbais,1
verbas,7
verdade,477
verdadeira,62
verdadeiramente,40
verdadeiras,5
verdadeiro,39
verdadeiros,5
verdades,5
verdadese,1
verde,62
verdes,28
verdinha,9
verduras,1
vereador,156
vereadora,59
vereadoras,6
vereadores,33
vergel,14
vergonha,9
vergonhosa,2
vergonhoso,1
verificar,3
verifique,1
verita,4
vermelha,27
vermelhar,1
vermelho,21
vermelhou,1
versao,4
versatilidade,1
verso,1
versoes,1
versos,1
vertical,1
vespera,2
vesperas,3
veste,176
vestida,4
vestido,16
vestindo,9
vestir,5
vestirse,1
vetada,1
vetar,1
veterinaria,1
veterinarias,3
veterinario,21
veterinarios,2
vetmovel,1
vez,482
vezes,42
vezesssssssssss,1
vi,9
via,26
viabilizar,1
viabilizou,1
viaduto,12
viadutos,2
viagem,6
viagens,4
viajando,3
viajar,2
viana,1
viario,2
vias,9
viaveis,11
viavel,1
vibra,3
vibracao,7
vibracoes,9
vibrando,1
vibrante,10
vibrar,3
vibrou,1
vice,276
vicegovernadora,9
vicente,7
vicentina,1
viceprefeita,35
viceprefeitas,1
viceprefeito,256
viceprefeitura,1
vicepresidente,3
vices,1
viceversa,1
vicios,3
victor,145
vida,530
vidas,69
video,791
videoclipe,3
videomonitoramento,1
videos,11
vieira,2
viemos,2
vieram,4
vies,1
vigente,1
vigilancia,2
vigilante,1
vigilantes,3
vigor,1
viiiiirooou,1
viiiiu,1
vila,128
vilarejo,1
vilas,1
villa,4
village,1
vim,13
vimos,7
vincula,1
vinculado,2
vinculo,1
vinda,3
vindo,13
vindos,3
vingando,1
vinheta,1
vinho,1
vini,1
vinicio,2
vinicius,3
vinnicius,1
vinte,5
violao,7
violencia,84
violencias,1
violenta,2
violento,2
violentos,1
violoes,1
vip,1
vir,27
vira,24
viraaaaar,1
virada,81
viral,1
viralizou,1
viram,6
viramos,3
virando,7
virao,3
virar,56
viraram,4
virarmos,1
vire,3
virei,4
virginia,1
virou,33
virtual,3
virtualmente,1
virtude,1
virtudes,1
virus,3
visa,4
visam,3
visando,4
visao,20
visava,1
visconde,4
visibilidade,2
visita,36
visitada,1
visitamos,5
visitando,17
visitantes,5
visitar,11
visitaram,2
visitarei,1
visitarmos,1
visitas,1
visite,1
visitei,10
visito,1
visitou,2
visivel,1
visoes,1
visse,1
vista,32
vistase,5
visto,24
vistoria,7
vistoriando,2
vistoriar,3
vistorias,2
vistos,1
visual,4
vital,5
vitalicia,1
vitalidade,1
vitima,8
vitimas,23
vitimizacao,1
vitoria,314
vitoriano,2
vitorias,4
vitoriosa,4
vitorioso,1
viu,132
viva,49
vivacidade,1
vivaldo,1
vivam,1
vive,60
viveiros,1
vivem,15
vivemos,16
vivencia,3
vivenciamos,1
vivenciando,1
vivenciar,2
vivencias,1
vivenciou,3
vivendo,19
viver,69
vivera,3
viveu,7
vivi,1
vivia,2
viviam,5
viviane,1
vivida,2
vividas,2
vivido,1
vividos,1
vivo,38
vixi,1
vizinha,1
vizinhos,13
vlog,1
vlt,5
vms,31
vo,1
voando,2
voar,1
vocacao,2
vocacoes,1
voce,587
voces,586
vocs,1
voinha,1
voinho,1
volta,39
voltada,1
voltadas,19
voltado,7
voltados,5
voltamos,3
voltando,4
voltar,120
voltara,7
voltaram,4
voltarao,4
voltarem,2
voltarmos,1
voltasse,1
volte,10
voltei,1
voltem,2
voltinha,1
volto,2
voltou,17
volume,1
voluntariado,2
voluntariamente,2
voluntarios,6
vontade,151
voo,1
vossa,1
vota,49
votacao,16
votada,1
votadas,1
votado,3
votam,3
votamos,2
votando,10
votar,228
votaram,3
votarem,1
votarmos,1
votava,1
vote,706
votei,8
votem,4
votinhos,1
voto,213
votos,74
votose,1
votosisso,1
votossegundo,1
votou,13
vou,211
vovo,7
voz,130
vozao,1
vozes,19
vtoria,1
vuco,3
vulnerabilidade,8
vulneraveis,8
vulneravel,2
vumbora,2
wagner,5
wall,7
wallace,1
walter,4
wanderley,1
wanderson,4
wanessa,3
wars,1
washington,3
waze,1
wellington,6
weyne,2
whastapp,1
whats,1
whatsapp,9
wifi,6
wilson,2
x,22
xafariz,1
xakriaba,1
xama,2
xaui,1
xavier,1
xavieroabpe,1
xicara,1
xiii,1
xiiiiii,1
xo,2
xodo,19
xou,2
xuxa,3
xxiii,7
yandra,7
yasmin,2
york,1
youtube,46
youtubecomjoaocampos,1
youtubecomtabataamaralsp,4
youtubecomtvebahia,2
youtubejoaocampos,1
youtuber,1
yuri,1
zacarias,1
zagueiro,1
zambelli,1
zanin,1
zap,12
ze,7
zefinha,1
zeladoria,1
zelar,1
zelo,3
zenilda,1
zerado,1
zerar,18
zero,47
zerou,1
zeze,1
zn,9
zomba,1
zona,288
zonas,9
zoobotanico,1
zoonoses,1
zuleide,1
zumba,1
zumbi,1
